Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time,Comment
2026-01-15,Crunch,Abs,5.0,kgs,10,,,,Shoulder press : 6 (0 douleurs) Bench couche : 5 (0 douleurs) Triceps PD : 7  cablebiceps curl : 6,5  Lateral raise : 5 Crunch : 5 (va falloir augmenter)
2026-01-15,Periostites Kettlebell,Legs,4.0,kgs,20,,,,
2026-01-15,Periostites Kettlebell,Legs,4.0,kgs,20,,,,
2026-01-15,Periostites Kettlebell,Legs,4.0,kgs,20,,,,
2026-01-15,Mobilite Cheville,Legs,4.0,kgs,1,,,,
2026-01-15,Mobilite Cheville,Legs,4.0,kgs,1,,,,
2026-01-15,Mobilite Cheville,Legs,4.0,kgs,1,,,,
2026-01-17,Deadlift,Back,35.0,kgs,6,,,,
2026-01-17,Deadlift,Back,35.0,kgs,6,,,,
2026-01-17,Deadlift,Back,35.0,kgs,6,,,,
2026-01-17,Deadlift,Back,35.0,kgs,6,,,,5 RAS
2026-01-17,Romanian Deadlift,Legs,30.0,kgs,8,,,,
2026-01-17,Romanian Deadlift,Legs,30.0,kgs,8,,,,
2026-01-17,Romanian Deadlift,Legs,30.0,kgs,8,,,,7
2026-01-17,Lat Pulldown,Back,32.0,kgs,10,,,,
2026-01-17,Lat Pulldown,Back,32.0,kgs,10,,,,
2026-01-17,Lat Pulldown,Back,32.0,kgs,10,,,,
2026-01-17,Lat Pulldown,Back,32.0,kgs,10,,,,6,5 RAS
2026-01-17,Assisted Pull Up,Back,25.3,kgs,20,,,,
2026-01-17,Assisted Pull Up,Back,25.3,kgs,18,,,,
2026-01-17,Assisted Pull Up,Back,25.3,kgs,15,,,,7,5
2026-01-17,Seated Machine Row,Back,27.3,kgs,12,,,,
2026-01-17,Seated Machine Row,Back,27.3,kgs,12,,,,
2026-01-17,Seated Machine Row,Back,27.3,kgs,12,,,,DL : 5 RDL : 7  Lat PD : 6,5 Ass PU : 7,5 SMR : 7 (pas aimela machine) --> RAS
2026-01-19,Seated Shoulder Press,Shoulders,8.0,kgs,8,,,,
2026-01-19,Seated Shoulder Press,Shoulders,8.0,kgs,8,,,,
2026-01-19,Seated Shoulder Press,Shoulders,8.0,kgs,8,,,,
2026-01-19,Seated Shoulder Press,Shoulders,8.0,kgs,8,,,,8
2026-01-19,Lateral Dumbbell Raise,Shoulders,3.0,kgs,12,,,,
2026-01-19,Lateral Dumbbell Raise,Shoulders,3.0,kgs,12,,,,
2026-01-19,Lateral Dumbbell Raise,Shoulders,3.0,kgs,12,,,,7
2026-01-19,Flat Barbell Bench Press,Chest,17.5,kgs,10,,,,
2026-01-19,Flat Barbell Bench Press,Chest,20.0,kgs,10,,,,
2026-01-19,Flat Barbell Bench Press,Chest,20.0,kgs,10,,,,7,5
2026-01-19,Triceps Push Down (Barre),Triceps,13.5,kgs,12,,,,
2026-01-19,Triceps Push Down (Barre),Triceps,13.5,kgs,12,,,,
2026-01-19,Cable Biceps Curl,Biceps,9.0,kgs,12,,,,
2026-01-19,Cable Biceps Curl,Biceps,9.0,kgs,12,,,,
2026-01-19,Cable Biceps Curl,Biceps,9.0,kgs,12,,,,7,5
2026-01-19,Triceps Push Down (Barre),Triceps,13.5,kgs,12,,,,7
2026-01-19,Crunch,Abs,8.0,kgs,12,,,,
2026-01-19,Crunch,Abs,8.0,kgs,12,,,,7
2026-01-22,Barbell Squat,Legs,32.5,kgs,8,,,,
2026-01-22,Barbell Squat,Legs,32.5,kgs,8,,,,
2026-01-22,Barbell Squat,Legs,32.5,kgs,8,,,,
2026-01-22,Barbell Squat,Legs,32.5,kgs,8,,,,9 aled 0 amplitude pas gaine pas de force
2026-01-22,Pause Squat (2sec),Legs,27.5,kgs,6,,,,
2026-01-22,Pause Squat (2sec),Legs,27.5,kgs,6,,,,
2026-01-22,Pause Squat (2sec),Legs,27.5,kgs,6,,,,8
2026-01-22,Hip Thrust,Legs,42.7,kgs,10,,,,
2026-01-22,Hip Thrust,Legs,42.7,kgs,10,,,,
2026-01-22,Hip Thrust,Legs,42.7,kgs,10,,,,8
2026-01-22,Seated Leg Curl Machine,Legs,25.0,kgs,12,,,,
2026-01-22,Seated Leg Curl Machine,Legs,25.0,kgs,12,,,,
2026-01-22,Seated Leg Curl Machine,Legs,25.0,kgs,12,,,,7
2026-01-22,Plank,Abs,0.0,kgs,,,,0:01:00,
2026-01-22,Plank,Abs,0.0,kgs,,,,0:01:00,
2026-01-22,Plank,Abs,0.0,kgs,,,,0:01:00,Squat : 9 aled 0 amplitude pas gaine pas de force Pause squat : 8 Hip thrust : 8 Leg curl : 7 Plank : 7
2026-01-23,Deadlift,Back,40.0,kgs,6,,,,
2026-01-23,Deadlift,Back,40.0,kgs,6,,,,
2026-01-23,Deadlift,Back,40.0,kgs,6,,,,
2026-01-23,Deadlift,Back,40.0,kgs,6,,,,5,5
2026-01-23,Romanian Deadlift,Legs,30.0,kgs,8,,,,
2026-01-23,Romanian Deadlift,Legs,30.0,kgs,8,,,,
2026-01-23,Romanian Deadlift,Legs,30.0,kgs,8,,,,7
2026-01-23,Seated Cable Row,Back,27.5,kgs,12,,,,
2026-01-23,Seated Cable Row,Back,27.5,kgs,12,,,,
2026-01-23,Seated Cable Row,Back,27.5,kgs,12,,,,7
2026-01-23,Lat Pulldown,Back,32.0,kgs,10,,,,
2026-01-23,Lat Pulldown,Back,32.0,kgs,10,,,,
2026-01-23,Lat Pulldown,Back,32.0,kgs,10,,,,
2026-01-23,Lat Pulldown,Back,32.0,kgs,10,,,,6
2026-01-23,Band Assisted Pull Up,Back,25.0,kgs,8,,,,
2026-01-23,Band Assisted Pull Up,Back,25.0,kgs,7,,,,
2026-01-23,Band Assisted Pull Up,Back,25.0,kgs,7,,,,Deadlift : 5,5 RDL : 7 Row : 7 Lat PD : 6 Elastique PU : 10
2026-01-26,Flat Barbell Bench Press,Chest,20.0,kgs,11,,,,
2026-01-26,Flat Barbell Bench Press,Chest,20.0,kgs,11,,,,
2026-01-26,Flat Barbell Bench Press,Chest,20.0,kgs,11,,,,7
2026-01-26,Seated Shoulder Press,Shoulders,8.0,kgs,8,,,,
2026-01-26,Seated Shoulder Press,Shoulders,8.0,kgs,8,,,,
2026-01-26,Seated Shoulder Press,Shoulders,8.0,kgs,8,,,,7,5
2026-01-26,Triceps Push Down (Barre),Triceps,13.5,kgs,12,,,,
2026-01-26,Triceps Push Down (Barre),Triceps,13.5,kgs,12,,,,
2026-01-26,Cable Biceps Curl,Biceps,9.0,kgs,12,,,,
2026-01-26,Cable Biceps Curl,Biceps,9.0,kgs,12,,,,
2026-01-26,Cable Biceps Curl,Biceps,9.0,kgs,12,,,,7,5
2026-01-26,Triceps Push Down (Barre),Triceps,13.5,kgs,12,,,,7
2026-01-26,Lateral Dumbbell Raise,Shoulders,3.0,kgs,12,,,,
2026-01-26,Crunch,Abs,8.0,kgs,12,,,,
2026-01-26,Crunch,Abs,8.0,kgs,12,,,,Bench : 7 Shoulder press : 7,5 Triceps PD : 7  Biceps curl : 7,5 Lateral : 6,5  Crunch : 6
2026-01-26,Lateral Dumbbell Raise,Shoulders,3.0,kgs,12,,,,
2026-01-26,Lateral Dumbbell Raise,Shoulders,3.0,kgs,12,,,,6,5
2026-01-28,Barbell Squat,Legs,35.0,kgs,8,,,,
2026-01-28,Barbell Squat,Legs,35.0,kgs,8,,,,
2026-01-28,Barbell Squat,Legs,35.0,kgs,8,,,,
2026-01-28,Barbell Squat,Legs,35.0,kgs,8,,,,8
2026-01-28,Pause Squat (2sec),Legs,27.5,kgs,6,,,,
2026-01-28,Pause Squat (2sec),Legs,27.5,kgs,6,,,,
2026-01-28,Pause Squat (2sec),Legs,27.5,kgs,6,,,,7
2026-01-28,Seated Leg Curl Machine,Legs,25.0,kgs,12,,,,
2026-01-28,Seated Leg Curl Machine,Legs,25.0,kgs,12,,,,
2026-01-28,Seated Leg Curl Machine,Legs,25.0,kgs,12,,,,6,5
2026-01-28,Fentes Pied Avant Sureleve,Legs,8.0,kgs,10,,,,
2026-01-28,Fentes Pied Avant Sureleve,Legs,8.0,kgs,10,,,,
2026-01-28,Fentes Pied Avant Sureleve,Legs,8.0,kgs,10,,,,8
2026-01-28,Plank,Abs,0.0,kgs,,,,0:01:00,
2026-01-28,Plank,Abs,0.0,kgs,,,,0:01:00,
2026-01-28,Plank,Abs,0.0,kgs,,,,0:01:00,Squat : 8 Pause squat : 7 Leg curl : 6,5 Fentes Sureleve : 8 Plank : 8
2026-02-01,Deadlift,Back,45.0,kgs,6,,,,
2026-02-01,Deadlift,Back,45.0,kgs,6,,,,
2026-02-01,Deadlift,Back,45.0,kgs,6,,,,
2026-02-01,Deadlift,Back,45.0,kgs,6,,,,7
2026-02-01,Romanian Deadlift,Legs,30.0,kgs,8,,,,
2026-02-01,Romanian Deadlift,Legs,30.0,kgs,8,,,,
2026-02-01,Romanian Deadlift,Legs,30.0,kgs,8,,,,6
2026-02-01,Seated Cable Row,Back,27.5,kgs,12,,,,
2026-02-01,Seated Cable Row,Back,27.5,kgs,12,,,,
2026-02-01,Seated Cable Row,Back,27.5,kgs,12,,,,7
2026-02-01,Lat Pulldown,Back,32.0,kgs,12,,,,
2026-02-01,Lat Pulldown,Back,32.0,kgs,12,,,,
2026-02-01,Lat Pulldown,Back,32.0,kgs,12,,,,
2026-02-01,Lat Pulldown,Back,32.0,kgs,12,,,,6,5
2026-02-01,Band Assisted Pull Up,Back,25.0,kgs,9,,,,
2026-02-01,Band Assisted Pull Up,Back,25.0,kgs,7,,,,
2026-02-01,Band Assisted Pull Up,Back,25.0,kgs,9,,,,Deadlift : 7  RDL : 6  Seated cablerow : 7 Lat pd : 6,5 Elastique PU : 10
2026-02-01,Periostites Kettlebell,Legs,4.0,kgs,20,,,,
2026-02-01,Periostites Kettlebell,Legs,4.0,kgs,20,,,,
2026-02-01,Periostites Kettlebell,Legs,4.0,kgs,20,,,,
2026-02-02,Barbell Squat,Legs,35.0,kgs,8,,,,
2026-02-02,Barbell Squat,Legs,35.0,kgs,8,,,,
2026-02-02,Barbell Squat,Legs,35.0,kgs,8,,,,
2026-02-02,Barbell Squat,Legs,35.0,kgs,8,,,,7
2026-02-02,Pause Squat (2sec),Legs,30.0,kgs,6,,,,
2026-02-02,Pause Squat (2sec),Legs,30.0,kgs,6,,,,
2026-02-02,Pause Squat (2sec),Legs,30.0,kgs,6,,,,7,5 courbatures dos
2026-02-02,Hip Adduction,Legs,25.0,kgs,10,,,,
2026-02-02,Hip Adduction,Legs,25.0,kgs,10,,,,9
2026-02-02,Hip Abduction,Legs,25.0,kgs,10,,,,
2026-02-02,Hip Abduction,Legs,25.0,kgs,10,,,,8
2026-02-02,Dynamic Plank,Abs,,,,0.0,m,0:00:45,
2026-02-02,Dynamic Plank,Abs,,,,0.0,m,0:00:45,
2026-02-02,Dynamic Plank,Abs,,,,0.0,m,0:00:45,6
2026-02-02,Lying Leg Curl Machine,Legs,14.0,kgs,15,,,,
2026-02-02,Lying Leg Curl Machine,Legs,18.0,kgs,15,,,,9,5
2026-02-02,Lying Leg Curl Machine,Legs,18.0,kgs,15,,,,
2026-02-04,Flat Barbell Bench Press,Chest,20.0,kgs,10,,,,
2026-02-04,Flat Barbell Bench Press,Chest,20.0,kgs,10,,,,
2026-02-04,Flat Barbell Bench Press,Chest,20.0,kgs,10,,,,
2026-02-04,Flat Barbell Bench Press,Chest,20.0,kgs,10,,,,6
2026-02-04,Seated Shoulder Press,Shoulders,8.0,kgs,8,,,,
2026-02-04,Seated Shoulder Press,Shoulders,8.0,kgs,8,,,,
2026-02-04,Seated Shoulder Press,Shoulders,8.0,kgs,8,,,,
2026-02-04,Seated Shoulder Press,Shoulders,8.0,kgs,8,,,,7,5 (douleur legere)
2026-02-04,Triceps Push Down (Barre),Triceps,13.5,kgs,12,,,,
2026-02-04,Triceps Push Down (Barre),Triceps,13.5,kgs,12,,,,
2026-02-04,Triceps Push Down (Barre),Triceps,13.5,kgs,12,,,,6
2026-02-04,Cable Biceps Curl,Biceps,9.0,kgs,12,,,,
2026-02-04,Cable Biceps Curl,Biceps,9.0,kgs,12,,,,
2026-02-04,Cable Biceps Curl,Biceps,9.0,kgs,12,,,,6,5
2026-02-04,Push Up Knees,Chest,0.0,kgs,8,,,,
2026-02-04,Push Up Knees,Chest,0.0,kgs,8,,,,5
2026-02-04,Crunch,Abs,8.0,kgs,10,,,,
2026-02-04,Crunch,Abs,8.0,kgs,10,,,,
2026-02-04,Crunch,Abs,8.0,kgs,10,,,,5
2026-02-06,Deadlift,Back,50.0,kgs,6,,,,
2026-02-06,Deadlift,Back,50.0,kgs,6,,,,
2026-02-06,Deadlift,Back,50.0,kgs,6,,,,
2026-02-06,Deadlift,Back,50.0,kgs,6,,,,7,5
2026-02-06,Romanian Deadlift,Legs,30.0,kgs,8,,,,
2026-02-06,Romanian Deadlift,Legs,30.0,kgs,8,,,,
2026-02-06,Romanian Deadlift,Legs,30.0,kgs,8,,,,6
2026-02-06,Seated Cable Row,Back,27.5,kgs,12,,,,
2026-02-06,Seated Cable Row,Back,27.5,kgs,12,,,,
2026-02-06,Seated Cable Row,Back,27.5,kgs,12,,,,6,5
2026-02-06,Lat Pulldown,Back,32.0,kgs,13,,,,
2026-02-06,Lat Pulldown,Back,32.0,kgs,13,,,,
2026-02-06,Lat Pulldown,Back,32.0,kgs,13,,,,
2026-02-06,Lat Pulldown,Back,32.0,kgs,13,,,,6
2026-02-06,Band Assisted Pull Up,Back,25.0,kgs,9,,,,
2026-02-06,Band Assisted Pull Up,Back,25.0,kgs,10,,,,
2026-02-06,Band Assisted Pull Up,Back,25.0,kgs,11,,,,11
2026-02-09,Barbell Squat,Legs,37.5,kgs,4,,,,
2026-02-09,Barbell Squat,Legs,37.5,kgs,4,,,,
2026-02-09,Barbell Squat,Legs,37.5,kgs,4,,,,
2026-02-09,Barbell Squat,Legs,37.5,kgs,4,,,,
2026-02-09,Barbell Squat,Legs,37.5,kgs,4,,,,6
2026-02-09,Pause Squat (2sec),Legs,30.0,kgs,5,,,,
2026-02-09,Pause Squat (2sec),Legs,30.0,kgs,5,,,,
2026-02-09,Pause Squat (2sec),Legs,30.0,kgs,5,,,,6,5
2026-02-09,Seated Leg Curl Machine,Legs,32.0,kgs,8,,,,
2026-02-09,Seated Leg Curl Machine,Legs,32.0,kgs,8,,,,
2026-02-09,Seated Leg Curl Machine,Legs,32.0,kgs,8,,,,
2026-02-09,Seated Leg Curl Machine,Legs,32.0,kgs,8,,,,7
2026-02-09,Forearm Curl,Arm,4.0,kgs,15,,,,
2026-02-09,Forearm Curl,Arm,4.0,kgs,15,,,,
2026-02-09,Forearm Curl,Arm,4.0,kgs,15,,,,Squat : 6 Pause squat : 6,5 Leg curl : 7 Forearm curl : 10
2026-02-11,Seated Shoulder Press,Shoulders,10.0,kgs,4,,,,
2026-02-11,Seated Shoulder Press,Shoulders,10.0,kgs,4,,,,
2026-02-11,Seated Shoulder Press,Shoulders,10.0,kgs,4,,,,
2026-02-11,Seated Shoulder Press,Shoulders,10.0,kgs,4,,,,
2026-02-11,Seated Shoulder Press,Shoulders,10.0,kgs,4,,,,8
2026-02-11,Flat Barbell Bench Press,Chest,22.5,kgs,5,,,,
2026-02-11,Flat Barbell Bench Press,Chest,22.5,kgs,5,,,,
2026-02-11,Flat Barbell Bench Press,Chest,22.5,kgs,5,,,,
2026-02-11,Flat Barbell Bench Press,Chest,22.5,kgs,6,,,,7
2026-02-11,EZ-Bar Preacher Curl,Biceps,10.0,kgs,8,,,,
2026-02-11,EZ-Bar Preacher Curl,Biceps,10.0,kgs,8,,,,
2026-02-11,EZ-Bar Preacher Curl,Biceps,10.0,kgs,8,,,,
2026-02-11,EZ-Bar Preacher Curl,Biceps,10.0,kgs,8,,,,6
2026-02-11,Push Up Knees,Chest,0.0,kgs,8,,,,
2026-02-11,Push Up Knees,Chest,0.0,kgs,8,,,,Shoulder press : 8 Bench : 7 Preacher curl : 6 Push up knees : 6
2026-02-13,Deadlift,Back,55.0,kgs,5,,,,
2026-02-13,Deadlift,Back,55.0,kgs,5,,,,
2026-02-13,Deadlift,Back,55.0,kgs,5,,,,
2026-02-13,Deadlift,Back,55.0,kgs,5,,,,
2026-02-13,Deadlift,Back,55.0,kgs,5,,,,8
2026-02-13,Deficit Deadlift,Back,40.0,kgs,4,,,,
2026-02-13,Deficit Deadlift,Back,40.0,kgs,4,,,,
2026-02-13,Deficit Deadlift,Back,40.0,kgs,4,,,,6
2026-02-13,Seated Cable Row,Back,32.0,kgs,8,,,,
2026-02-13,Seated Cable Row,Back,32.0,kgs,8,,,,
2026-02-13,Seated Cable Row,Back,32.0,kgs,8,,,,Douleur
2026-02-13,Lat Pulldown,Back,39.0,kgs,8,,,,
2026-02-13,Lat Pulldown,Back,39.0,kgs,8,,,,
2026-02-13,Lat Pulldown,Back,39.0,kgs,8,,,,
2026-02-13,Lat Pulldown,Back,39.0,kgs,8,,,,Deadlift : 8 Deficit deadlift : 6 Seated cable row : Douleur  Lat pull down : 7
2026-02-16,Barbell Squat,Legs,40.0,kgs,4,,,,
2026-02-16,Barbell Squat,Legs,40.0,kgs,4,,,,
2026-02-16,Barbell Squat,Legs,40.0,kgs,4,,,,
2026-02-16,Barbell Squat,Legs,40.0,kgs,4,,,,
2026-02-16,Barbell Squat,Legs,40.0,kgs,4,,,,9 courbatures faible
2026-02-16,Pause Squat (2sec),Legs,30.0,kgs,5,,,,
2026-02-16,Pause Squat (2sec),Legs,30.0,kgs,5,,,,
2026-02-16,Pause Squat (2sec),Legs,30.0,kgs,5,,,,8
2026-02-16,Seated Leg Curl Machine,Legs,32.0,kgs,9,,,,
2026-02-16,Seated Leg Curl Machine,Legs,32.0,kgs,9,,,,
2026-02-16,Seated Leg Curl Machine,Legs,32.0,kgs,9,,,,
2026-02-16,Seated Leg Curl Machine,Legs,32.0,kgs,9,,,,7,5
2026-02-16,Crunch,Abs,10.0,kgs,10,,,,
2026-02-16,Crunch,Abs,10.0,kgs,10,,,,
2026-02-16,Crunch,Abs,10.0,kgs,10,,,,Seance faible + courbatures  Squat : 9 Pause squat : 8 Leg curl : 7,5 Crunch : 7
2026-02-18,Seated Shoulder Press,Shoulders,12.0,kgs,4,,,,
2026-02-18,Seated Shoulder Press,Shoulders,12.0,kgs,4,,,,
2026-02-18,Seated Shoulder Press,Shoulders,12.0,kgs,4,,,,
2026-02-18,Seated Shoulder Press,Shoulders,12.0,kgs,4,,,,
2026-02-18,Seated Shoulder Press,Shoulders,12.0,kgs,4,,,,9
2026-02-18,Flat Barbell Bench Press,Chest,25.0,kgs,4,,,,
2026-02-18,Flat Barbell Bench Press,Chest,25.0,kgs,4,,,,
2026-02-18,Flat Barbell Bench Press,Chest,25.0,kgs,4,,,,
2026-02-18,Flat Barbell Bench Press,Chest,25.0,kgs,4,,,,
2026-02-18,Flat Barbell Bench Press,Chest,25.0,kgs,4,,,,8
2026-02-18,Cable Biceps Curl,Biceps,9.0,kgs,10,,,,
2026-02-18,Cable Biceps Curl,Biceps,9.0,kgs,10,,,,
2026-02-18,Cable Biceps Curl,Biceps,9.0,kgs,10,,,,
2026-02-18,Cable Biceps Curl,Biceps,9.0,kgs,10,,,,8
2026-02-18,Push Up Knees,Chest,0.0,kgs,12,,,,
2026-02-18,Push Up Knees,Chest,0.0,kgs,12,,,,Shoulder press : 9 Bench : 8 Cable biceps curl : 8 Push up knees :7,5
2026-02-20,Deadlift,Back,60.0,kgs,4,,,,
2026-02-20,Deadlift,Back,60.0,kgs,4,,,,
2026-02-20,Deadlift,Back,60.0,kgs,4,,,,
2026-02-20,Deadlift,Back,60.0,kgs,4,,,,
2026-02-20,Deadlift,Back,60.0,kgs,4,,,,8
2026-02-20,Deficit Deadlift,Back,45.0,kgs,4,,,,
2026-02-20,Deficit Deadlift,Back,45.0,kgs,4,,,,
2026-02-20,Deficit Deadlift,Back,45.0,kgs,4,,,,7
2026-02-20,Seated Cable Row,Back,32.0,kgs,8,,,,
2026-02-20,Seated Cable Row,Back,32.0,kgs,8,,,,
2026-02-20,Seated Cable Row,Back,32.0,kgs,8,,,,
2026-02-20,Seated Cable Row,Back,32.0,kgs,8,,,,8
2026-02-20,Lat Pulldown,Back,39.0,kgs,8,,,,
2026-02-20,Lat Pulldown,Back,39.0,kgs,8,,,,
2026-02-20,Lat Pulldown,Back,39.0,kgs,8,,,,
2026-02-20,Lat Pulldown,Back,39.0,kgs,8,,,,Deadlift : 8 Deficit deadlift : 7 Seated cable row : 8 Lat pull down : 9
2026-02-25,Barbell Squat,Legs,42.5,kgs,4,,,,
2026-02-25,Barbell Squat,Legs,42.5,kgs,4,,,,
2026-02-25,Barbell Squat,Legs,42.5,kgs,4,,,,
2026-02-25,Barbell Squat,Legs,42.5,kgs,4,,,,
2026-02-25,Barbell Squat,Legs,42.5,kgs,4,,,,8
2026-02-25,Pause Squat (2sec),Legs,32.5,kgs,5,,,,
2026-02-25,Pause Squat (2sec),Legs,32.5,kgs,5,,,,8
2026-02-25,Seated Leg Curl Machine,Legs,32.0,kgs,10,,,,
2026-02-25,Seated Leg Curl Machine,Legs,32.0,kgs,10,,,,
2026-02-25,Seated Leg Curl Machine,Legs,32.0,kgs,10,,,,
2026-02-25,Seated Leg Curl Machine,Legs,32.0,kgs,10,,,,8
2026-02-25,Crunch,Abs,12.0,kgs,10,,,,
2026-02-25,Crunch,Abs,12.0,kgs,10,,,,
2026-02-25,Crunch,Abs,12.0,kgs,10,,,,Squat : 8 Pause squat : 8 Leg curl : 8 Crunch : 8
2026-02-27,Seated Shoulder Press,Shoulders,12.0,kgs,4,,,,
2026-02-27,Seated Shoulder Press,Shoulders,12.0,kgs,4,,,,
2026-02-27,Seated Shoulder Press,Shoulders,12.0,kgs,4,,,,
2026-02-27,Seated Shoulder Press,Shoulders,12.0,kgs,4,,,,
2026-02-27,Seated Shoulder Press,Shoulders,12.0,kgs,5,,,,9
2026-02-27,Flat Barbell Bench Press,Chest,27.5,kgs,4,,,,
2026-02-27,Flat Barbell Bench Press,Chest,27.5,kgs,4,,,,
2026-02-27,Flat Barbell Bench Press,Chest,27.5,kgs,4,,,,
2026-02-27,Flat Barbell Bench Press,Chest,27.5,kgs,4,,,,
2026-02-27,Flat Barbell Bench Press,Chest,27.5,kgs,4,,,,8
2026-02-27,EZ-Bar Preacher Curl,Biceps,13.0,kgs,5,,,,Prise serree
2026-02-27,EZ-Bar Preacher Curl,Biceps,13.0,kgs,5,,,,Prise large
2026-02-27,EZ-Bar Preacher Curl,Biceps,10.0,kgs,10,,,,
2026-02-27,EZ-Bar Preacher Curl,Biceps,10.0,kgs,12,,,,
2026-02-27,EZ-Bar Preacher Curl,Biceps,10.0,kgs,15,,,,8
2026-02-27,Push Up Knees,Chest,0.0,kgs,12,,,,
2026-02-27,Push Up Knees,Chest,0.0,kgs,12,,,,
2026-02-27,Push Up Knees,Chest,0.0,kgs,12,,,,Shoulder press : 9 Bench : 8 Preacher curl : 8 Push up knees : 8
2026-03-01,Deadlift,Back,62.5,kgs,4,,,,
2026-03-01,Deadlift,Back,62.5,kgs,4,,,,
2026-03-01,Deadlift,Back,62.5,kgs,4,,,,
2026-03-01,Deadlift,Back,62.5,kgs,4,,,,
2026-03-01,Deadlift,Back,62.5,kgs,4,,,,8
2026-03-01,Deficit Deadlift,Back,50.0,kgs,4,,,,
2026-03-01,Deficit Deadlift,Back,50.0,kgs,4,,,,7
2026-03-01,Pull Up,Back,0.0,kgs,4,,,,
2026-03-01,Pull Up,Back,0.0,kgs,5,,,,
2026-03-01,Pull Up,Back,0.0,kgs,2,,,,10
2026-03-01,Band Assisted Pull Up,Back,25.0,kgs,10,,,,10
2026-03-01,TRX Pull Up,Back,0.0,kgs,10,,,,
2026-03-01,TRX Pull Up,Back,0.0,kgs,10,,,,
2026-03-01,TRX Pull Up,Back,0.0,kgs,10,,,,Deadlift : 8 Deficit deadlift : 7 Pull up : 10 Band assisted pull up : 10  TRX pull up : 10
2026-03-03,Barbell Squat,Legs,45.0,kgs,3,,,,
2026-03-03,Barbell Squat,Legs,45.0,kgs,3,,,,
2026-03-03,Barbell Squat,Legs,45.0,kgs,3,,,,
2026-03-03,Barbell Squat,Legs,45.0,kgs,3,,,,8
2026-03-03,Pause Squat (2sec),Legs,35.0,kgs,5,,,,
2026-03-03,Pause Squat (2sec),Legs,35.0,kgs,5,,,,8
2026-03-03,Seated Leg Curl Machine,Legs,32.0,kgs,12,,,,
2026-03-03,Seated Leg Curl Machine,Legs,32.0,kgs,12,,,,
2026-03-03,Seated Leg Curl Machine,Legs,32.0,kgs,12,,,,8
2026-03-03,Crunch,Abs,12.0,kgs,10,,,,
2026-03-03,Crunch,Abs,12.0,kgs,10,,,,Squat : 8 Pause squat : 8 Leg curl : 8 Crunch : 7
2026-03-05,Seated Shoulder Press,Shoulders,12.0,kgs,5,,,,
2026-03-05,Seated Shoulder Press,Shoulders,12.0,kgs,5,,,,
2026-03-05,Seated Shoulder Press,Shoulders,12.0,kgs,5,,,,
2026-03-05,Seated Shoulder Press,Shoulders,12.0,kgs,5,,,,8
2026-03-05,Flat Barbell Bench Press,Chest,30.0,kgs,3,,,,
2026-03-05,Flat Barbell Bench Press,Chest,30.0,kgs,3,,,,
2026-03-05,Flat Barbell Bench Press,Chest,30.0,kgs,3,,,,
2026-03-05,Flat Barbell Bench Press,Chest,30.0,kgs,3,,,,9
2026-03-05,Cable Biceps Curl,Biceps,11.5,kgs,10,,,,
2026-03-05,Cable Biceps Curl,Biceps,11.5,kgs,10,,,,
2026-03-05,Cable Biceps Curl,Biceps,11.5,kgs,10,,,,10
2026-03-05,Push Up Knees,Chest,0.0,kgs,15,,,,
2026-03-05,Push Up Knees,Chest,0.0,kgs,15,,,,Shoulder press : 8 Bench : 9 Biceps curl : 10 Knees push up 7
2026-03-08,Deadlift,Back,67.5,kgs,3,,,,
2026-03-08,Deadlift,Back,67.5,kgs,3,,,,Straps
2026-03-08,Deadlift,Back,67.5,kgs,3,,,,
2026-03-08,Deadlift,Back,67.5,kgs,3,,,,9
2026-03-08,Deficit Deadlift,Back,55.0,kgs,4,,,,
2026-03-08,Deficit Deadlift,Back,55.0,kgs,4,,,,8
2026-03-08,Seated Cable Row,Back,32.0,kgs,9,,,,
2026-03-08,Seated Cable Row,Back,32.0,kgs,9,,,,
2026-03-08,Seated Cable Row,Back,32.0,kgs,9,,,,10
2026-03-08,Lat Pulldown,Back,39.0,kgs,9,,,,
2026-03-08,Lat Pulldown,Back,39.0,kgs,9,,,,
2026-03-08,Lat Pulldown,Back,39.0,kgs,9,,,,Deadlift : 9 Deficit deadlift : 8 Rowing : 10  Lat : 10
2026-03-10,Barbell Squat,Legs,50.0,kgs,2,,,,
2026-03-10,Barbell Squat,Legs,50.0,kgs,2,,,,
2026-03-10,Barbell Squat,Legs,50.0,kgs,2,,,,
2026-03-10,Barbell Squat,Legs,50.0,kgs,2,,,,
2026-03-10,Barbell Squat,Legs,50.0,kgs,2,,,,
2026-03-10,Barbell Squat,Legs,50.0,kgs,2,,,,8
2026-03-10,Seated Leg Curl Machine,Legs,39.0,kgs,8,,,,
2026-03-10,Seated Leg Curl Machine,Legs,39.0,kgs,8,,,,
2026-03-10,Seated Leg Curl Machine,Legs,39.0,kgs,8,,,,9
2026-03-10,Crunch,Abs,12.0,kgs,12,,,,
2026-03-10,Crunch,Abs,12.0,kgs,12,,,,Squat : 8 Leg curl : 9 Crunch : 7
2026-03-12,Seated Shoulder Press,Shoulders,14.0,kgs,2,,,,
2026-03-12,Seated Shoulder Press,Shoulders,14.0,kgs,2,,,,
2026-03-12,Seated Shoulder Press,Shoulders,14.0,kgs,2,,,,4eme Serie monte plus
